DateTime,Epex Spot,Day-ahead Total Load Forecast,Actual Total Load
2023-12-30 14:00,42.04,4600,5009.0
2023-12-30 15:00,46.49,4945,5330.0
2023-12-30 16:00,54.1,5074,5506.0
2023-12-30 17:00,75.0,5026,5456.0
2023-12-30 18:00,79.99,4985,5411.0
2023-12-30 19:00,71.09,4891,5328.0
2023-12-30 20:00,62.01,4755,5165.0
2023-12-30 21:00,28.73,4587,4927.0
2023-12-30 22:00,50.1,4394,4687.0
2023-12-30 23:00,43.23,4130,4359.0
2023-12-31 00:00,18.21,3909,4175.0
2023-12-31 01:00,5.0,3729,3992.0
2023-12-31 02:00,4.0,3594,3863.0
2023-12-31 03:00,0.31,3566,3829.0
2023-12-31 04:00,0.0,3610,3925.0
2023-12-31 05:00,0.0,3766,4130.0
2023-12-31 06:00,0.01,3931,4399.0
2023-12-31 07:00,1.08,4194,4594.0
2023-12-31 08:00,4.3,4440,4805.0
2023-12-31 09:00,10.47,4547,4970.0
2023-12-31 10:00,14.0,4557,5035.0
2023-12-31 11:00,11.51,4471,5074.0
2023-12-31 12:00,12.01,4348,4997.0
2023-12-31 13:00,7.21,4369,5075.0
2023-12-31 14:00,10.06,4501,5181.0
2023-12-31 15:00,13.98,4842,5422.0
2023-12-31 16:00,13.73,4972,5483.0
2023-12-31 17:00,17.75,4886,5298.0
2023-12-31 18:00,25.94,4810,5010.0
2023-12-31 19:00,17.75,4698,4803.0
2023-12-31 20:00,16.43,4564,4638.0
2023-12-31 21:00,8.16,4414,4552.0
2023-12-31 22:00,10.68,4229,4459.0
2023-12-31 23:00,3.64,4066,4295.0
