DateTime,Epex Spot,forecast load,load,forecast generation,generation
2023-01-01 00:00,0.0,3786,3874.0,80,66
2023-01-01 01:00,-0.1,3628,3657.0,79,66
2023-01-01 02:00,-1.33,3384,3496.0,81,66
2023-01-01 03:00,-4.08,3264,3388.0,83,61
2023-01-01 04:00,-4.16,3221,3409.0,79,59
2023-01-01 05:00,-3.58,3309,3496.0,66,67
2023-01-01 06:00,-4.37,3399,3559.0,53,44
2023-01-01 07:00,-0.12,3587,3530.0,42,31
2023-01-01 08:00,-0.06,3639,3574.0,31,28
2023-01-01 09:00,0.0,3710,3607.0,24,26
2023-01-01 10:00,0.0,3827,3595.0,17,23
2023-01-01 11:00,0.0,3972,3695.0,12,15
2023-01-01 12:00,0.0,3985,3711.0,9,9
2023-01-01 13:00,0.1,4030,3823.0,7,8
2023-01-01 14:00,1.5,4035,4056.0,6,5
2023-01-01 15:00,23.5,4257,4344.0,5,8
2023-01-01 16:00,36.54,4387,4585.0,5,12
2023-01-01 17:00,46.03,4350,4568.0,6,14
2023-01-01 18:00,44.43,4367,4587.0,8,18
2023-01-01 19:00,54.95,4315,4538.0,8,21
2023-01-01 20:00,47.38,4225,4411.0,9,19
2023-01-01 21:00,40.24,4074,4207.0,9,21
2023-01-01 22:00,45.96,3888,3975.0,10,17
2023-01-01 23:00,35.0,3732,3702.0,16,22
2023-01-02 00:00,61.38,3532,3577.0,16,19
2023-01-02 01:00,52.68,3459,3392.0,19,19
2023-01-02 02:00,52.93,3343,3307.0,21,16
2023-01-02 03:00,42.75,3321,3373.0,23,24
2023-01-02 04:00,50.08,3555,3609.0,25,23
2023-01-02 05:00,67.91,4275,4113.0,26,34
2023-01-02 06:00,105.08,4896,4544.0,28,32
2023-01-02 07:00,140.64,5116,4729.0,29,31
2023-01-02 08:00,149.8,5157,4842.0,28,25
2023-01-02 09:00,154.66,5153,4862.0,22,27
2023-01-02 10:00,145.61,5071,4939.0,17,20
2023-01-02 11:00,143.35,5055,5011.0,13,10
2023-01-02 12:00,144.38,5095,4999.0,10,9
2023-01-02 13:00,143.76,5087,5011.0,10,7
2023-01-02 14:00,148.2,5246,5148.0,12,8
2023-01-02 15:00,155.34,5395,5329.0,17,10
2023-01-02 16:00,163.17,5529,5501.0,23,12
2023-01-02 17:00,173.8,5411,5399.0,27,12
2023-01-02 18:00,174.74,5366,5362.0,27,12
2023-01-02 19:00,165.76,5198,5221.0,29,14
2023-01-02 20:00,153.0,5027,5091.0,37,16
2023-01-02 21:00,141.67,4755,4881.0,39,23
2023-01-02 22:00,134.91,4542,4698.0,36,22
2023-01-02 23:00,124.22,4268,4404.0,18,16
2023-01-03 00:00,130.01,3996,4142.0,12,5
2023-01-03 01:00,120.0,3646,3936.0,9,3
2023-01-03 02:00,118.76,3316,3788.0,10,3
2023-01-03 03:00,115.0,3261,3845.0,11,6
2023-01-03 04:00,113.63,3403,4063.0,14,9
2023-01-03 05:00,116.27,4013,4536.0,17,8
2023-01-03 06:00,138.92,4570,4964.0,21,15
2023-01-03 07:00,159.92,4727,5103.0,25,14
2023-01-03 08:00,169.17,4815,5233.0,29,23
2023-01-03 09:00,171.18,4852,5299.0,31,25
2023-01-03 10:00,168.57,4840,5347.0,34,31
2023-01-03 11:00,169.49,4818,5427.0,34,30
2023-01-03 12:00,164.5,4867,5429.0,34,27
2023-01-03 13:00,160.91,4862,5429.0,33,23
2023-01-03 14:00,163.06,5021,5494.0,36,22
2023-01-03 15:00,166.46,5166,5606.0,37,31
2023-01-03 16:00,166.88,5298,5684.0,35,36
2023-01-03 17:00,171.23,5163,5557.0,34,35
2023-01-03 18:00,169.01,5120,5534.0,34,26
2023-01-03 19:00,160.99,4976,5380.0,32,23
2023-01-03 20:00,149.62,4810,5234.0,32,25
2023-01-03 21:00,131.5,4544,4979.0,32,27
2023-01-03 22:00,115.1,4316,4800.0,34,33
2023-01-03 23:00,95.02,4071,4498.0,36,44
2023-01-04 00:00,82.03,3857,4262.0,36,41
2023-01-04 01:00,72.22,3695,4019.0,30,31
2023-01-04 02:00,43.91,3546,3923.0,22,23
2023-01-04 03:00,16.28,3511,3976.0,15,18
2023-01-04 04:00,8.56,3649,4232.0,8,11
2023-01-04 05:00,20.98,4045,4747.0,4,4
2023-01-04 06:00,72.45,4570,5193.0,3,5
2023-01-04 07:00,105.1,4727,5302.0,5,1
2023-01-04 08:00,134.16,4715,5268.0,9,6
2023-01-04 09:00,129.3,4634,5094.0,14,19
2023-01-04 10:00,120.7,4600,4945.0,24,33
2023-01-04 11:00,96.77,4578,4921.0,27,26
2023-01-04 12:00,105.03,4627,4994.0,37,31
2023-01-04 13:00,106.0,4732,5033.0,44,37
2023-01-04 14:00,105.07,4971,5323.0,59,62
2023-01-04 15:00,103.9,5166,5575.0,78,83
2023-01-04 16:00,107.98,5298,5807.0,98,96
2023-01-04 17:00,129.82,5213,5703.0,118,105
2023-01-04 18:00,167.29,5170,5672.0,132,137
2023-01-04 19:00,160.6,5056,5533.0,149,137
2023-01-04 20:00,132.1,4925,5392.0,155,159
2023-01-04 21:00,110.82,4724,5113.0,157,166
2023-01-04 22:00,109.89,4516,4922.0,150,155
2023-01-04 23:00,104.75,4291,4623.0,137,139
2023-01-05 00:00,64.89,4111,4353.0,120,127
2023-01-05 01:00,58.57,3857,4118.0,104,116
2023-01-05 02:00,68.07,3657,3992.0,99,97
2023-01-05 03:00,27.68,3645,4017.0,93,69
2023-01-05 04:00,37.33,3844,4268.0,80,64
2023-01-05 05:00,65.1,4166,4739.0,73,74
2023-01-05 06:00,95.05,4789,5212.0,80,74
2023-01-05 07:00,137.96,5005,5332.0,85,78
2023-01-05 08:00,137.99,4945,5454.0,109,113
2023-01-05 09:00,142.99,4896,5498.0,124,139
2023-01-05 10:00,145.7,4884,5583.0,138,179
2023-01-05 11:00,145.8,4927,5787.0,138,162
2023-01-05 12:00,142.35,4954,5768.0,144,155
2023-01-05 13:00,143.32,4975,5646.0,144,136
2023-01-05 14:00,151.03,5080,5656.0,150,119
2023-01-05 15:00,159.48,5302,5694.0,149,140
2023-01-05 16:00,172.73,5381,5803.0,155,151
2023-01-05 17:00,183.9,5238,5682.0,158,160
2023-01-05 18:00,194.67,5216,5645.0,163,180
2023-01-05 19:00,177.98,5085,5467.0,171,184
2023-01-05 20:00,163.99,4957,5349.0,177,184
2023-01-05 21:00,152.0,4705,5111.0,175,192
2023-01-05 22:00,144.64,4519,4909.0,173,181
2023-01-05 23:00,127.0,4356,4637.0,177,187
2023-01-06 00:00,107.21,4092,4418.0,168,163
2023-01-06 01:00,101.1,3934,4168.0,152,142
2023-01-06 02:00,96.73,3788,4046.0,136,142
2023-01-06 03:00,81.37,3761,4087.0,118,123
2023-01-06 04:00,75.75,3938,4334.0,98,81
2023-01-06 05:00,81.0,4378,4830.0,85,56
2023-01-06 06:00,97.45,4916,5278.0,64,52
2023-01-06 07:00,107.82,5070,5323.0,39,22
2023-01-06 08:00,122.8,5136,5215.0,20,9
2023-01-06 09:00,138.27,5062,5189.0,9,5
2023-01-06 10:00,139.97,4953,5200.0,6,8
2023-01-06 11:00,131.72,4907,5228.0,9,4
2023-01-06 12:00,122.22,4970,5175.0,10,7
2023-01-06 13:00,116.09,4962,5208.0,12,8
2023-01-06 14:00,129.22,5201,5444.0,16,14
2023-01-06 15:00,137.2,5497,5639.0,25,19
2023-01-06 16:00,140.75,5574,5850.0,37,28
2023-01-06 17:00,155.93,5448,5695.0,38,30
2023-01-06 18:00,163.5,5425,5699.0,32,43
2023-01-06 19:00,146.74,5284,5542.0,33,51
2023-01-06 20:00,139.4,5150,5416.0,44,55
2023-01-06 21:00,132.0,4886,5155.0,56,56
2023-01-06 22:00,129.94,4716,5018.0,52,59
2023-01-06 23:00,121.38,4440,4729.0,52,59
2023-01-07 00:00,97.53,4047,4429.0,50,53
2023-01-07 01:00,98.19,3880,4219.0,48,50
2023-01-07 02:00,94.91,3737,4078.0,42,42
2023-01-07 03:00,78.04,3659,4094.0,34,35
2023-01-07 04:00,74.46,3682,4202.0,25,24
2023-01-07 05:00,65.13,3863,4366.0,17,20
2023-01-07 06:00,71.75,4155,4645.0,7,6
2023-01-07 07:00,89.37,4503,4809.0,3,1
2023-01-07 08:00,110.9,4758,4835.0,3,2
2023-01-07 09:00,113.96,4839,4776.0,3,4
2023-01-07 10:00,100.0,4849,4724.0,4,5
2023-01-07 11:00,88.32,4844,4725.0,3,6
2023-01-07 12:00,87.9,4762,4660.0,4,4
2023-01-07 13:00,68.84,4785,4703.0,6,6
2023-01-07 14:00,91.21,4747,4913.0,8,5
2023-01-07 15:00,82.96,5049,5194.0,15,13
2023-01-07 16:00,85.07,5154,5455.0,26,30
2023-01-07 17:00,100.48,5051,5401.0,42,52
2023-01-07 18:00,103.82,5002,5365.0,54,73
2023-01-07 19:00,98.93,4887,5225.0,54,73
2023-01-07 20:00,90.98,4753,5043.0,50,78
2023-01-07 21:00,64.88,4523,4814.0,47,62
2023-01-07 22:00,53.27,4378,4612.0,43,65
2023-01-07 23:00,40.25,4166,4300.0,53,62
2023-01-08 00:00,13.21,3946,4128.0,46,57
2023-01-08 01:00,10.44,3931,3928.0,46,49
2023-01-08 02:00,10.26,3879,3819.0,45,60
2023-01-08 03:00,4.16,3839,3812.0,42,55
2023-01-08 04:00,4.16,3831,3890.0,36,46
2023-01-08 05:00,4.16,3991,4070.0,34,46
2023-01-08 06:00,10.63,4169,4311.0,35,50
2023-01-08 07:00,16.47,4514,4508.0,41,52
2023-01-08 08:00,51.04,4761,4793.0,49,56
2023-01-08 09:00,83.31,4843,4945.0,60,73
2023-01-08 10:00,93.99,4853,4956.0,71,68
2023-01-08 11:00,103.87,4876,5038.0,84,69
2023-01-08 12:00,101.69,4795,4973.0,94,70
2023-01-08 13:00,99.0,4820,4953.0,98,67
2023-01-08 14:00,104.29,4782,5024.0,111,63
2023-01-08 15:00,97.89,5089,5190.0,113,78
2023-01-08 16:00,96.2,5190,5366.0,105,78
2023-01-08 17:00,115.64,5093,5345.0,97,58
2023-01-08 18:00,122.61,5047,5347.0,93,30
2023-01-08 19:00,109.66,4913,5217.0,96,16
2023-01-08 20:00,104.68,4740,5033.0,112,28
2023-01-08 21:00,98.87,4520,4763.0,148,46
2023-01-08 22:00,99.35,4360,4463.0,179,91
2023-01-08 23:00,81.27,4171,4193.0,165,114
2023-01-09 00:00,75.13,4000,4006.0,211,185
2023-01-09 01:00,64.38,3968,3813.0,233,220
2023-01-09 02:00,60.28,3892,3782.0,236,220
2023-01-09 03:00,39.41,3941,3845.0,238,234
2023-01-09 04:00,35.94,4185,4125.0,232,184
2023-01-09 05:00,43.99,5040,4946.0,212,179
2023-01-09 06:00,85.26,5692,5588.0,208,169
2023-01-09 07:00,160.32,5879,5725.0,200,209
2023-01-09 08:00,180.0,5852,5855.0,179,211
2023-01-09 09:00,177.27,5798,5893.0,134,185
2023-01-09 10:00,159.56,5794,5926.0,81,140
2023-01-09 11:00,161.21,5843,6019.0,43,61
2023-01-09 12:00,140.56,5817,6034.0,30,23
2023-01-09 13:00,135.87,5806,5931.0,33,31
2023-01-09 14:00,136.58,5946,5999.0,52,43
2023-01-09 15:00,148.5,6041,5998.0,75,66
2023-01-09 16:00,161.21,6142,6059.0,88,81
2023-01-09 17:00,173.89,6019,5938.0,99,88
2023-01-09 18:00,182.18,6001,5943.0,113,107
2023-01-09 19:00,171.62,5796,5778.0,133,126
2023-01-09 20:00,161.21,5574,5614.0,151,176
2023-01-09 21:00,139.16,5274,5308.0,176,217
2023-01-09 22:00,132.0,5028,5075.0,192,229
2023-01-09 23:00,108.31,4590,4720.0,237,245
2023-01-10 00:00,105.98,4413,4483.0,245,252
2023-01-10 01:00,96.79,4183,4256.0,256,254
2023-01-10 02:00,95.31,4010,4187.0,266,252
2023-01-10 03:00,90.19,4046,4233.0,270,272
2023-01-10 04:00,95.6,4318,4494.0,272,268
2023-01-10 05:00,108.6,4922,5124.0,272,262
2023-01-10 06:00,138.84,5702,5707.0,272,265
2023-01-10 07:00,157.2,5868,5837.0,273,268
2023-01-10 08:00,181.67,5982,5969.0,273,268
2023-01-10 09:00,177.94,6001,6079.0,275,272
2023-01-10 10:00,158.58,5960,6139.0,275,270
2023-01-10 11:00,148.51,5962,6197.0,275,268
2023-01-10 12:00,143.13,5942,6181.0,275,272
2023-01-10 13:00,143.63,5915,6040.0,275,272
2023-01-10 14:00,146.48,5956,6061.0,273,269
2023-01-10 15:00,147.5,6067,6035.0,272,273
2023-01-10 16:00,143.16,6068,6132.0,270,269
2023-01-10 17:00,149.02,5899,5986.0,267,266
2023-01-10 18:00,144.74,5854,5959.0,265,268
2023-01-10 19:00,141.07,5707,5813.0,261,261
2023-01-10 20:00,124.84,5565,5695.0,258,260
2023-01-10 21:00,101.9,5295,5363.0,254,250
2023-01-10 22:00,85.85,5056,5158.0,247,242
2023-01-10 23:00,47.37,4775,4868.0,237,229
2023-01-11 00:00,7.41,4543,4627.0,231,215
2023-01-11 01:00,0.89,4253,4382.0,217,215
2023-01-11 02:00,1.15,4050,4337.0,198,187
2023-01-11 03:00,0.08,4086,4373.0,173,173
2023-01-11 04:00,0.08,4358,4644.0,140,140
2023-01-11 05:00,5.53,5022,5307.0,105,133
2023-01-11 06:00,64.37,5668,5891.0,81,96
2023-01-11 07:00,99.99,5761,5865.0,60,73
2023-01-11 08:00,142.35,5670,5714.0,37,67
2023-01-11 09:00,145.72,5530,5438.0,14,43
2023-01-11 10:00,135.46,5416,5257.0,5,9
2023-01-11 11:00,132.59,5363,5197.0,4,3
2023-01-11 12:00,121.71,5453,5247.0,2,1
2023-01-11 13:00,111.17,5589,5363.0,2,1
2023-01-11 14:00,116.81,5856,5618.0,6,4
2023-01-11 15:00,118.92,6087,5866.0,13,13
2023-01-11 16:00,122.49,6088,6176.0,25,23
2023-01-11 17:00,135.19,5919,6092.0,39,38
2023-01-11 18:00,134.95,5874,6117.0,48,55
2023-01-11 19:00,131.96,5712,5977.0,54,65
2023-01-11 20:00,119.26,5510,5791.0,49,49
2023-01-11 21:00,96.53,5240,5454.0,37,44
2023-01-11 22:00,94.22,5001,5231.0,31,37
2023-01-11 23:00,70.75,4731,4919.0,38,32
2023-01-12 00:00,37.79,4462,4694.0,41,47
2023-01-12 01:00,13.19,4205,4462.0,36,32
2023-01-12 02:00,10.0,3985,4378.0,28,20
2023-01-12 03:00,6.27,4015,4394.0,27,13
2023-01-12 04:00,7.6,4283,4658.0,25,11
2023-01-12 05:00,30.02,4861,5317.0,25,11
2023-01-12 06:00,91.12,5509,5903.0,29,14
2023-01-12 07:00,118.91,5657,5938.0,33,23
2023-01-12 08:00,120.99,5665,5951.0,28,20
2023-01-12 09:00,120.0,5600,5798.0,21,20
2023-01-12 10:00,102.84,5516,5543.0,15,12
2023-01-12 11:00,100.91,5463,5516.0,9,6
2023-01-12 12:00,91.28,5553,5565.0,5,2
2023-01-12 13:00,92.4,5639,5512.0,4,2
2023-01-12 14:00,100.68,5798,5739.0,8,10
2023-01-12 15:00,102.43,5916,5898.0,19,25
2023-01-12 16:00,102.3,5928,6174.0,40,62
2023-01-12 17:00,120.63,5789,6113.0,63,87
2023-01-12 18:00,132.89,5800,6105.0,79,91
2023-01-12 19:00,117.34,5653,5933.0,87,96
2023-01-12 20:00,115.71,5502,5767.0,84,107
2023-01-12 21:00,89.09,5199,5450.0,84,108
2023-01-12 22:00,76.8,4939,5218.0,88,113
2023-01-12 23:00,46.89,4631,4914.0,118,120
2023-01-13 00:00,36.58,4337,4676.0,120,116
2023-01-13 01:00,22.21,4234,4465.0,113,106
2023-01-13 02:00,15.39,4088,4390.0,106,87
2023-01-13 03:00,5.03,4042,4434.0,102,71
2023-01-13 04:00,5.98,4188,4673.0,94,60
2023-01-13 05:00,28.91,4678,5334.0,83,64
2023-01-13 06:00,58.92,5216,5911.0,69,44
2023-01-13 07:00,92.58,5418,5936.0,56,43
2023-01-13 08:00,111.33,5461,5935.0,46,45
2023-01-13 09:00,106.03,5543,5879.0,41,24
2023-01-13 10:00,98.74,5582,5934.0,32,22
2023-01-13 11:00,91.17,5613,5900.0,25,35
2023-01-13 12:00,82.89,5612,5945.0,20,25
2023-01-13 13:00,76.14,5567,5902.0,18,31
2023-01-13 14:00,77.96,5715,5990.0,19,57
2023-01-13 15:00,84.33,5734,6069.0,21,67
2023-01-13 16:00,90.14,5867,6198.0,25,75
2023-01-13 17:00,113.13,5748,5980.0,31,43
2023-01-13 18:00,128.08,5725,5925.0,30,37
2023-01-13 19:00,125.04,5584,5764.0,29,47
2023-01-13 20:00,119.07,5350,5602.0,28,25
2023-01-13 21:00,107.51,5114,5339.0,34,27
2023-01-13 22:00,110.37,4866,5193.0,47,30
2023-01-13 23:00,103.94,4665,4879.0,35,21
2023-01-14 00:00,80.0,4369,4602.0,47,29
2023-01-14 01:00,73.5,4225,4377.0,64,41
2023-01-14 02:00,65.91,3986,4246.0,79,67
2023-01-14 03:00,49.95,3959,4227.0,89,77
2023-01-14 04:00,45.37,4123,4323.0,91,97
2023-01-14 05:00,45.0,4264,4502.0,88,97
2023-01-14 06:00,48.23,4526,4835.0,83,91
2023-01-14 07:00,59.39,4765,5081.0,70,91
2023-01-14 08:00,60.65,4777,5209.0,62,52
2023-01-14 09:00,68.71,4726,5195.0,48,19
2023-01-14 10:00,63.99,4689,5115.0,33,11
2023-01-14 11:00,69.55,4673,5062.0,27,9
2023-01-14 12:00,67.64,4601,4918.0,14,12
2023-01-14 13:00,46.9,4641,4864.0,6,6
2023-01-14 14:00,47.13,4863,5010.0,6,5
2023-01-14 15:00,37.86,5123,5269.0,20,19
2023-01-14 16:00,42.97,5386,5563.0,52,51
2023-01-14 17:00,56.46,5336,5454.0,89,95
2023-01-14 18:00,64.5,5217,5430.0,126,145
2023-01-14 19:00,69.78,5093,5318.0,159,197
2023-01-14 20:00,54.52,4919,5173.0,178,218
2023-01-14 21:00,45.0,4687,4927.0,187,212
2023-01-14 22:00,44.2,4470,4700.0,190,204
2023-01-14 23:00,35.0,4231,4392.0,199,203
2023-01-15 00:00,25.0,4056,4259.0,203,213
2023-01-15 01:00,17.08,3953,4054.0,204,216
2023-01-15 02:00,13.94,3833,3969.0,205,217
2023-01-15 03:00,4.16,3772,3919.0,208,220
2023-01-15 04:00,3.1,3796,3991.0,211,218
2023-01-15 05:00,4.16,3956,4196.0,209,210
2023-01-15 06:00,4.16,4178,4461.0,206,209
2023-01-15 07:00,5.0,4443,4665.0,201,224
2023-01-15 08:00,16.18,4726,4994.0,192,212
2023-01-15 09:00,26.73,4888,5116.0,183,203
2023-01-15 10:00,31.49,4896,5118.0,179,195
2023-01-15 11:00,39.77,4981,5098.0,167,199
2023-01-15 12:00,39.41,4917,5014.0,163,173
2023-01-15 13:00,28.63,4887,4987.0,145,161
2023-01-15 14:00,34.02,4961,5040.0,134,131
2023-01-15 15:00,36.96,5141,5223.0,118,101
2023-01-15 16:00,22.91,5328,5437.0,101,81
2023-01-15 17:00,53.93,5296,5430.0,83,61
2023-01-15 18:00,77.91,5304,5465.0,79,64
2023-01-15 19:00,80.1,5161,5307.0,83,48
2023-01-15 20:00,69.82,4970,5184.0,96,54
2023-01-15 21:00,63.26,4705,4902.0,89,53
2023-01-15 22:00,73.12,4408,4616.0,69,31
2023-01-15 23:00,66.33,4145,4310.0,25,36
2023-01-16 00:00,60.01,3971,4169.0,19,27
2023-01-16 01:00,60.01,3874,3967.0,16,19
2023-01-16 02:00,62.72,3822,3886.0,10,18
2023-01-16 03:00,56.1,3851,3992.0,7,11
2023-01-16 04:00,63.3,4087,4329.0,5,3
2023-01-16 05:00,87.0,4856,5123.0,4,3
2023-01-16 06:00,154.63,5561,5769.0,6,1
2023-01-16 07:00,175.11,5732,5923.0,7,1
2023-01-16 08:00,185.99,5856,6070.0,10,4
2023-01-16 09:00,170.0,5896,6114.0,19,13
2023-01-16 10:00,166.29,5907,6165.0,24,23
2023-01-16 11:00,155.99,5998,6247.0,25,10
2023-01-16 12:00,147.98,6005,6248.0,28,10
2023-01-16 13:00,142.88,5901,6124.0,30,16
2023-01-16 14:00,143.32,5963,6180.0,35,34
2023-01-16 15:00,146.83,5988,6159.0,52,46
2023-01-16 16:00,151.57,6060,6259.0,75,68
2023-01-16 17:00,166.79,5937,6103.0,104,95
2023-01-16 18:00,173.72,5946,6113.0,128,131
2023-01-16 19:00,175.78,5775,5925.0,138,122
2023-01-16 20:00,158.63,5619,5749.0,151,147
2023-01-16 21:00,132.97,5310,5433.0,145,108
2023-01-16 22:00,150.86,5065,5225.0,136,107
2023-01-16 23:00,144.35,4791,4900.0,101,97
2023-01-17 00:00,139.96,4584,4642.0,85,90
2023-01-17 01:00,150.81,4335,4486.0,70,49
2023-01-17 02:00,156.98,4226,4410.0,42,35
2023-01-17 03:00,141.5,4239,4457.0,26,15
2023-01-17 04:00,141.0,4512,4726.0,16,6
2023-01-17 05:00,150.4,5156,5325.0,15,4
2023-01-17 06:00,173.06,5788,5923.0,13,14
2023-01-17 07:00,195.01,5800,5973.0,17,22
2023-01-17 08:00,255.02,5699,5889.0,20,20
2023-01-17 09:00,231.4,5476,5563.0,17,11
2023-01-17 10:00,219.55,5325,5321.0,8,9
2023-01-17 11:00,204.04,5289,5418.0,4,6
2023-01-17 12:00,187.1,5285,5515.0,8,8
2023-01-17 13:00,177.0,5331,5757.0,16,18
2023-01-17 14:00,170.15,5530,5996.0,38,39
2023-01-17 15:00,178.75,5732,6072.0,74,65
2023-01-17 16:00,187.06,6038,6221.0,101,98
2023-01-17 17:00,193.86,5959,6124.0,112,123
2023-01-17 18:00,210.51,5986,6131.0,112,108
2023-01-17 19:00,194.58,5872,5949.0,92,70
2023-01-17 20:00,177.13,5691,5784.0,92,94
2023-01-17 21:00,157.49,5367,5430.0,91,79
2023-01-17 22:00,159.62,5039,5208.0,78,71
2023-01-17 23:00,136.08,4830,4877.0,34,28
2023-01-18 00:00,135.3,4649,4617.0,17,6
2023-01-18 01:00,136.27,4413,4391.0,9,3
2023-01-18 02:00,132.75,4237,4300.0,9,4
2023-01-18 03:00,127.77,4269,4334.0,13,9
2023-01-18 04:00,123.54,4547,4610.0,13,5
2023-01-18 05:00,134.0,5169,5309.0,12,6
2023-01-18 06:00,152.7,5730,5911.0,16,10
2023-01-18 07:00,172.14,5821,5991.0,19,16
2023-01-18 08:00,195.39,5784,6005.0,29,27
2023-01-18 09:00,188.92,5583,5838.0,36,44
2023-01-18 10:00,179.95,5395,5681.0,31,41
2023-01-18 11:00,177.12,5408,5647.0,26,23
2023-01-18 12:00,161.5,5406,5593.0,19,16
2023-01-18 13:00,151.86,5384,5590.0,11,8
2023-01-18 14:00,153.57,5638,5812.0,8,4
2023-01-18 15:00,158.69,5792,5946.0,8,5
2023-01-18 16:00,157.2,6088,6168.0,10,10
2023-01-18 17:00,168.3,6003,6111.0,5,15
2023-01-18 18:00,186.0,5991,6106.0,5,7
2023-01-18 19:00,181.9,5846,5937.0,13,15
2023-01-18 20:00,156.06,5684,5775.0,28,27
2023-01-18 21:00,145.92,5374,5435.0,47,37
2023-01-18 22:00,146.16,5135,5222.0,63,45
2023-01-18 23:00,147.7,4883,4926.0,70,54
2023-01-19 00:00,157.4,4599,4678.0,103,74
2023-01-19 01:00,153.73,4363,4470.0,138,112
2023-01-19 02:00,149.78,4187,4373.0,169,146
2023-01-19 03:00,145.09,4219,4423.0,184,152
2023-01-19 04:00,148.06,4497,4690.0,196,180
2023-01-19 05:00,151.1,5119,5340.0,218,172
2023-01-19 06:00,172.5,5680,5976.0,230,196
2023-01-19 07:00,190.0,5786,6057.0,240,200
2023-01-19 08:00,205.38,5859,6185.0,246,220
2023-01-19 09:00,220.79,5793,6236.0,252,240
2023-01-19 10:00,206.0,5785,6283.0,254,247
2023-01-19 11:00,216.93,5758,6345.0,253,246
2023-01-19 12:00,181.9,5784,6331.0,246,239
2023-01-19 13:00,176.52,5765,6176.0,234,230
2023-01-19 14:00,181.21,5812,6206.0,211,206
2023-01-19 15:00,182.19,5890,6197.0,188,185
2023-01-19 16:00,195.13,6018,6354.0,165,163
2023-01-19 17:00,213.26,5933,6222.0,154,146
2023-01-19 18:00,229.47,5921,6210.0,145,119
2023-01-19 19:00,221.87,5776,6031.0,131,112
2023-01-19 20:00,206.49,5614,5845.0,116,81
2023-01-19 21:00,177.4,5304,5547.0,109,97
2023-01-19 22:00,179.0,5065,5330.0,99,104
2023-01-19 23:00,171.37,4832,5021.0,99,95
2023-01-20 00:00,159.14,4486,4783.0,94,111
2023-01-20 01:00,158.47,4353,4573.0,113,109
2023-01-20 02:00,156.25,4248,4468.0,116,108
2023-01-20 03:00,153.09,4247,4519.0,114,111
2023-01-20 04:00,154.09,4419,4790.0,116,106
2023-01-20 05:00,158.64,5127,5402.0,116,107
2023-01-20 06:00,182.26,5779,6008.0,118,94
2023-01-20 07:00,208.07,5864,6132.0,131,125
2023-01-20 08:00,235.06,5919,6240.0,144,137
2023-01-20 09:00,229.58,5942,6280.0,162,147
2023-01-20 10:00,210.64,6059,6346.0,164,146
2023-01-20 11:00,203.46,6045,6412.0,176,164
2023-01-20 12:00,191.21,6038,6407.0,199,199
2023-01-20 13:00,181.63,5922,6305.0,216,209
2023-01-20 14:00,183.42,5944,6376.0,221,221
2023-01-20 15:00,192.0,5966,6415.0,229,230
2023-01-20 16:00,200.0,6097,6497.0,235,232
2023-01-20 17:00,208.22,5868,6336.0,242,240
2023-01-20 18:00,210.45,5814,6269.0,246,250
2023-01-20 19:00,207.8,5665,6041.0,249,256
2023-01-20 20:00,197.95,5512,5843.0,250,250
2023-01-20 21:00,175.89,5237,5554.0,245,244
2023-01-20 22:00,169.36,5084,5390.0,240,246
2023-01-20 23:00,155.25,4873,5072.0,242,248
2023-01-21 00:00,161.8,4536,4809.0,245,256
2023-01-21 01:00,156.9,4357,4572.0,250,253
2023-01-21 02:00,144.88,4147,4445.0,248,249
2023-01-21 03:00,138.44,4087,4421.0,244,243
2023-01-21 04:00,136.06,4133,4506.0,221,223
2023-01-21 05:00,139.35,4270,4678.0,196,208
2023-01-21 06:00,134.68,4589,5013.0,194,179
2023-01-21 07:00,143.47,4993,5309.0,187,178
2023-01-21 08:00,160.0,5161,5623.0,177,175
2023-01-21 09:00,173.33,5201,5783.0,178,168
2023-01-21 10:00,172.39,5249,5921.0,175,152
2023-01-21 11:00,162.74,5268,5929.0,167,140
2023-01-21 12:00,154.19,5193,5797.0,160,132
2023-01-21 13:00,148.19,5098,5662.0,152,120
2023-01-21 14:00,142.01,5122,5608.0,144,115
2023-01-21 15:00,135.9,5273,5673.0,134,108
2023-01-21 16:00,144.22,5515,5811.0,139,118
2023-01-21 17:00,173.92,5385,5703.0,138,118
2023-01-21 18:00,179.42,5367,5663.0,133,111
2023-01-21 19:00,182.17,5268,5533.0,132,104
2023-01-21 20:00,167.51,5115,5355.0,135,115
2023-01-21 21:00,165.76,4852,5105.0,132,112
2023-01-21 22:00,162.71,4520,4849.0,133,120
2023-01-21 23:00,157.44,4286,4514.0,121,126
2023-01-22 00:00,167.43,4131,4358.0,128,135
2023-01-22 01:00,159.7,4086,4184.0,136,134
2023-01-22 02:00,162.76,4014,4118.0,140,136
2023-01-22 03:00,151.54,3959,4108.0,146,139
2023-01-22 04:00,140.76,3976,4175.0,152,143
2023-01-22 05:00,139.04,4144,4342.0,153,144
2023-01-22 06:00,151.18,4364,4605.0,151,143
2023-01-22 07:00,143.7,4700,4868.0,146,129
2023-01-22 08:00,148.06,5039,5162.0,137,109
2023-01-22 09:00,159.3,5225,5367.0,122,98
2023-01-22 10:00,176.15,5231,5398.0,110,95
2023-01-22 11:00,172.41,5211,5411.0,98,91
2023-01-22 12:00,175.74,5134,5264.0,84,79
